date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:43:10	908/908	---MCZ	200	added ('OK')	text/plain	date:Mon,%2006%20Apr%202026%2007:43:09%20GMT	https://sauce-demo.myshopify.com/robots.txt		(from )
10:43:10	38669/38669	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:09%20GMT	https://sauce-demo.myshopify.com/	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/index.html	(from )
10:43:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:10%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.08437.delayed	(from https://sauce-demo.myshopify.com/)
10:43:11	58886/58886	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Mar%202026%2018:16:10%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss8437.css	(from https://sauce-demo.myshopify.com/)
10:43:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:10%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.js?v=35668124874407433581394656067	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancyboxc42b.js	(from https://sauce-demo.myshopify.com/)
10:43:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:11%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.elevatezoom.js?v=35333893780288212601394656066	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.elevatezoom6bf3.js	(from https://sauce-demo.myshopify.com/)
10:43:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:11%20GMT	http://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/themes_support/option_selection-b017cd28.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/themes_support/option_selection-b017cd28.js	(from https://sauce-demo.myshopify.com/)
10:43:12	29910/29910	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2011%20Mar%202026%2000:24:41%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.js?v=35668124874407433581394656067	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancyboxc42b.js	(from https://sauce-demo.myshopify.com/)
10:43:12	21397/21397	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2010%20Mar%202026%2013:26:03%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.elevatezoom.js?v=35333893780288212601394656066	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.elevatezoom6bf3.js	(from https://sauce-demo.myshopify.com/)
10:43:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:12%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/favicon.ico?v=183549823693799901941394656066	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/favicon.980cb.delayed	(from https://sauce-demo.myshopify.com/)
10:43:13	13026/13026	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2014%20Feb%202026%2008:57:08%20GMT	https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/themes_support/option_selection-b017cd28.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/themes_support/option_selection-b017cd28.js	(from https://sauce-demo.myshopify.com/)
10:43:13	1150/1150	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	date:Thu,%2012%20Mar%202026%2021:02:55%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/favicon.ico?v=183549823693799901941394656066	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/favicon80cb.ico	(from https://sauce-demo.myshopify.com/)
10:43:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:13%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon.png?v=126014001527604476341394656065	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon7d87.png	(from https://sauce-demo.myshopify.com/)
10:43:14	1045/1045	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Mar%202026%2006:51:51%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon.png?v=126014001527604476341394656065	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon7d87.png	(from https://sauce-demo.myshopify.com/)
10:43:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:13%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon-72x72.png?v=90122434896318235351394656065	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon-72x727ea5.png	(from https://sauce-demo.myshopify.com/)
10:43:14	1254/1254	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Mar%202026%2021:23:39%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon-72x72.png?v=90122434896318235351394656065	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon-72x727ea5.png	(from https://sauce-demo.myshopify.com/)
10:43:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:14%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon-114x114.png?v=59914786939731460241394656065	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon-114x1149573.png	(from https://sauce-demo.myshopify.com/)
10:43:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:14%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.theme.js?v=42021284561027497791425319943	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.theme538e.js	(from https://sauce-demo.myshopify.com/)
10:43:15	1693/1693	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Mar%202026%2023:22:15%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon-114x114.png?v=59914786939731460241394656065	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/apple-touch-icon-114x1149573.png	(from https://sauce-demo.myshopify.com/)
10:43:16	6336/6336	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2006%20Apr%202026%2007:43:15%20GMT	https://sauce-demo.myshopify.com/checkouts/internal/preloads.js?locale=en-BG	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/checkouts/internal/preloadsfd7f.js	(from https://sauce-demo.myshopify.com/)
10:43:17	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2006%20Feb%202026%2010:02:30%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://sauce-demo.myshopify.com/)
10:43:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:16%20GMT	http://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-496de5fe.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-496de5fe.15.delayed	(from https://sauce-demo.myshopify.com/)
10:43:17	37992/37992	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2010%20Mar%202026%2015:25:36%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.theme.js?v=42021284561027497791425319943	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.theme538e.js	(from https://sauce-demo.myshopify.com/)
10:43:17	93068/93068	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.9.0/jquery.min.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/ajax.googleapis.com/ajax/libs/jquery/1.9.0/jquery.min.js	(from https://sauce-demo.myshopify.com/)
10:43:17	13715/13715	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2018%20Mar%202026%2006:07:47%20GMT	https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-496de5fe.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-496de5fe.js	(from https://sauce-demo.myshopify.com/)
10:43:17	376919/376919	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2006%20Apr%202026%2007:32:54%20GMT	https://sauce-demo.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://sauce-demo.myshopify.com/)
10:43:18	267/267	---MC-	404	error ('Not%20Found')	application/xml	date:Mon,%2006%20Apr%202026%2007:43:17%20GMT	http://dk7vxmpleem9z.cloudfront.net/sgmnt.min.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/dk7vxmpleem9z.cloudfront.net/sgmnt.min.18.delayed	(from https://sauce-demo.myshopify.com/)
10:43:19	38073/38073	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Apr%202026%2007:43:18%20GMT	https://sauce-demo.myshopify.com/POST	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/POST	(from https://sauce-demo.myshopify.com/)
10:43:19	12373/12373	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Mon,%2006%20Apr%202026%2007:43:19%20GMT	https://sauce-demo.myshopify.com/cdn	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn	(from https://sauce-demo.myshopify.com/)
10:43:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:19%20GMT	http://sauce-demo.myshopify.com/cdn/s/trekkie.storefront.793024e5c781b83428b9784ec5054da9d22f7d7f.min.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/s/trekkie.storefront.793024e5c781b83428b9784ec5054da9d22f7d7f.min.js	(from https://sauce-demo.myshopify.com/)
10:43:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:19%20GMT	http://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	(from https://sauce-demo.myshopify.com/)
10:43:20	113167/113167	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2003%20Apr%202026%2008:44:59%20GMT	https://sauce-demo.myshopify.com/cdn/s/trekkie.storefront.793024e5c781b83428b9784ec5054da9d22f7d7f.min.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/s/trekkie.storefront.793024e5c781b83428b9784ec5054da9d22f7d7f.min.js	(from https://sauce-demo.myshopify.com/)
10:43:20	13852/13852	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2017%20Mar%202026%2022:47:44%20GMT	https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	(from https://sauce-demo.myshopify.com/)
10:43:20	64906/64906	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2031%20Mar%202026%2016:23:43%20GMT	https://sauce-demo.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.3.1.min.js	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.3.1.min.js	(from https://sauce-demo.myshopify.com/)
10:43:21	38294/38294	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:20%20GMT	https://sauce-demo.myshopify.com/search	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/search.html	(from https://sauce-demo.myshopify.com/)
10:43:21	39090/39090	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:21%20GMT	https://sauce-demo.myshopify.com/pages/about-us	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/pages/about-us.html	(from https://sauce-demo.myshopify.com/)
10:43:22	41650/41650	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:21%20GMT	https://sauce-demo.myshopify.com/account/login	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/account/login.html	(from https://sauce-demo.myshopify.com/)
10:43:23	40444/40444	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:22%20GMT	https://sauce-demo.myshopify.com/account/register	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/account/register.html	(from https://sauce-demo.myshopify.com/)
10:43:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:22%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/logo.png?v=75283676530009549261394657629	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/logofc36.png	(from https://sauce-demo.myshopify.com/)
10:43:23	38099/38099	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:22%20GMT	https://sauce-demo.myshopify.com/cart	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cart.html	(from https://sauce-demo.myshopify.com/)
10:43:23	1112/1112	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2007:34:14%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/logo.png?v=75283676530009549261394657629	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/logofc36.png	(from https://sauce-demo.myshopify.com/)
10:43:24	46476/46476	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:23%20GMT	https://sauce-demo.myshopify.com/collections/all	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/collections/all.html	(from https://sauce-demo.myshopify.com/)
10:43:24	39781/39781	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:24%20GMT	https://sauce-demo.myshopify.com/blogs/news	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/blogs/news.html	(from https://sauce-demo.myshopify.com/)
10:43:24	2116/2116	---MC-	200	added ('OK')	application/atom+xml	date:Mon,%2006%20Apr%202026%2007:43:24%20GMT	https://sauce-demo.myshopify.com/blogs/news.atom	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/blogs/news.atom	(from https://sauce-demo.myshopify.com/)
10:43:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:24%20GMT	http://sauce-demo.myshopify.com/cdn/shop/products/fleece_large.jpg?v=1394656989	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/products/fleece_large12d5.jpg	(from https://sauce-demo.myshopify.com/)
10:43:25	51074/51074	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:24%20GMT	https://sauce-demo.myshopify.com/collections/frontpage/products/grey-jacket	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/collections/frontpage/products/grey-jacket.html	(from https://sauce-demo.myshopify.com/)
10:43:25	22691/22691	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Apr%202026%2014:33:33%20GMT	https://sauce-demo.myshopify.com/cdn/shop/products/fleece_large.jpg?v=1394656989	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/products/fleece_large12d5.jpg	(from https://sauce-demo.myshopify.com/)
10:43:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:25%20GMT	http://sauce-demo.myshopify.com/cdn/shop/products/jacket_large.jpg?v=1394657254	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/products/jacket_largee19a.jpg	(from https://sauce-demo.myshopify.com/)
10:43:27	57783/57783	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:25%20GMT	https://sauce-demo.myshopify.com/collections/frontpage/products/noir-jacket	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/collections/frontpage/products/noir-jacket.html	(from https://sauce-demo.myshopify.com/)
10:43:27	27562/27562	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Apr%202026%2015:14:26%20GMT	https://sauce-demo.myshopify.com/cdn/shop/products/jacket_large.jpg?v=1394657254	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/products/jacket_largee19a.jpg	(from https://sauce-demo.myshopify.com/)
10:43:28	51005/51005	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202026%2007:43:27%20GMT	https://sauce-demo.myshopify.com/collections/frontpage/products/striped-top	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/collections/frontpage/products/striped-top.html	(from https://sauce-demo.myshopify.com/)
10:43:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:27%20GMT	http://sauce-demo.myshopify.com/cdn/shop/products/top-striped_large.jpg?v=1394657204	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/products/top-striped_largecb91.jpg	(from https://sauce-demo.myshopify.com/)
10:43:29	21452/21452	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Apr%202026%2014:33:34%20GMT	https://sauce-demo.myshopify.com/cdn/shop/products/top-striped_large.jpg?v=1394657204	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/products/top-striped_largecb91.jpg	(from https://sauce-demo.myshopify.com/)
10:43:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:29%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-amex.png?v=85206210438157468371394656065	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-amex138b.png	(from https://sauce-demo.myshopify.com/)
10:43:29	2980/2980	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Apr%202026%2017:19:18%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-amex.png?v=85206210438157468371394656065	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-amex138b.png	(from https://sauce-demo.myshopify.com/)
10:43:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202026%2007:43:29%20GMT	http://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-visa.png?v=60401960785579442311394656066	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-visa288f.png	(from https://sauce-demo.myshopify.com/)
10:43:30	1353/1353	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Apr%202026%2017:19:18%20GMT	https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-visa.png?v=60401960785579442311394656066	C:/Users/tsvet/Desktop/MAG/Playrwight/Site/Mag/sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-visa288f.png	(from https://sauce-demo.myshopify.com/)
